"","Title","Date","User","Body","Rating","Show"
"8496","Best Interview Show ... Bar None",2014-05-08,"Luke McEachern","Absolutely agree with other comments that Terry Gross is the best interviewer in media of any form. ""Eclectic"" probably the best word to describe each podcast. ""Awesome"" (perhaps oversued in our culture) an even better word.",5,"FreshAir"
"8497","Pared Podcast Pales",2014-05-27,"Mr. Stasia","I love Fresh Air. The podcast is disappointing compared to the show, it has been pared down too much and many segements are needless truncated or left out. It is very annoying but in the end I still love Fresh Air",5,"FreshAir"
"8498","Shame on Terri Gross!",2014-06-13,"Rain in Austin","So many fascinating topics are cheapened by the host, Terri Gross, needling the guest in interviews with deeply inappropriate an single-minded questions. I chose to unsubscribe from this today after the deplorable way she handled yet another guest. She should be ashamed of herself for asking inappropriate personal questions of some guests, such as Andre Younge and Tyler Perry, and badgering others in relentless, insulting ways such as her recent interview with Hilary Clinton. Where are her manners? Where is Ms. Gross's sense of courtesy? For shame.",2,"FreshAir"
"8499","Spotty Availabilty",2014-07-25,"concreteprincess","The last few months of this podcast are driving me crazy. Sometimes they post, sometimes they don't. Like today, all it says is podcast error. It's been that way several times the past few months. I email NPR, but they take two weeks to answer, then they say ""there's no problem, it's there."" Well it's there when you check! Grrr. NPR does not give one whit about us. They don't care if the show is posted or not. Thanks for turning me off the show. Although I love it, NPR you make it too hard to obtain. Rude people also answer their emails.",1,"FreshAir"
"8500","What Happened to My Old Downloads?",2014-08-11,"W-Cubed","I had several years worth of podcast downloads on iTunes, and now they disappear from iTunes on my computer as soon as I play them on my iPod. I’ve lost several years worth of interesting shows that I did like to return to every now and then. This is rather unhelpful, as I like to go back and review what’s been on the show to get gift ideas for family members come birthdays and Christmas.",5,"FreshAir"
"8501","Love Fresh Air but...",2014-08-20,"Saehild","Really disappointed they stopped putting full episodes on.",2,"FreshAir"
"8502","Bored w/Breaking Bad",2014-08-28,"Flatus Maximas","We realize that Gros and her cohorts are on summer holiday. We also realize that Gros is obsessed with Breaking Bad. As such, we are forced once again to listen to Breaking Bad cast members drone on about a show which featured meth manufacturing and distribution. Fresh Air's reliance on Hollywood for program material is bad enough. But, this obsession with Breaking Bad is becoming tedious and gives listeners the impression that Gros is focusing too much on a weak topic. Pleasemove on to something with substance instead of ""stoking the star-making machinery.""",3,"FreshAir"
"8503","Terry Gross makes radio magic",2014-08-30,"OMouroux","She can make pretty much any interviewee or topic interesting, a wonderful show",5,"FreshAir"
"8504","My favorite source of in-depth analysis",2014-09-02,"Jacob Gotwals","This podcast is one of my main sources of in-depth analysis about what's going on in the world today.",5,"FreshAir"
"8505","Looks like maybe I should have checked here first...",2014-09-26,"rubeeis mad","I didn’t check the reviews because what could be wrong with Fresh Air, right? But the reviews listed here mention poorly edited broadcasts, no broadcasts posted, etc.",3,"FreshAir"
"8506","Problems running Fresh Air on IPhone 6",2014-10-27,"Amason53","I LOVE Fresh Air, but right now Podcasts from Fresh Air will not play on my new phone. Not having trouble with other podcasts. Anyone else having problems? I've deleted my subscription and added it back several times but no luck.",1,"FreshAir"
"8507","Downloading issues",2014-10-27,"Julia_Rose_90","I love the show, but recently I've had trouble downloading some of the episodes. They seem to have downloaded, but they'll only play the 10 second ad-intro, then make an awkward record-scratch sound, and then play silence. It's frustrating and sad: I've been listening to the podcast for 3 years and I love it, I wish it was working. Sometimes deleting and re-downloading works, but not always. Please fix this!!",5,"FreshAir"
"8508","Love the show - podcasts not so much",2014-10-29,"SuckeredByItunes","The editing for the podcasts of the show is terrible.

What's wrong with just having the whole show in one podcast like every other NPR show does?",1,"FreshAir"
"8509","Love the show...podcast is broken!",2014-10-30,"ModernNest","For months now the intro commercials on every Fresh Air episode on iTunes consists of a 20 second commercial and 8 or 9 minutes of dead air. I can't fast forward through them. Needless to say I never get to the episode and end up needing to listen via the website. Please fix this so I can listen to a so that I so dearly love. Thanks.",3,"FreshAir"
"8510","Podcast does not download",2014-11-24,"ArtemisArtemis","For years, I downloaded Fresh Air. Now, only errors. Please fix!",1,"FreshAir"
"8511","Used to love the show...",2014-12-08,"Smuckazz Eeets Treetz","Fresh Air used to be a fantastic hodgepodge of everything from current events to science to the arts. Seems dominated by arts content now, so not as much interesting variation. One of the few segments I've heard lately on a non-arts topic was a big turnoff: in ""The Education of Mitch McConnell"" segment, Terry threw up exclusively softball questions that didn't challenge any of the guest's positions in the slightest. Pretty disappointing from the host who at one time was known for being easygoing but u afraid to challenge everyone from Bill O'Riley to Hillary Clinton. Too much good stuff available these days that actually probes the complexities of the issues... Sad to say I'm done with Fresh Air",2,"FreshAir"
"8512","What makes Terry Gross so good?",2015-01-27,"Augiesasso","I was hooked to listening to a Steve Martin interview years ago. I don't know what it was about the show, but Terry invites you in and seems to ask the questions you are thinking about and gets the interviewee to talk more deeply and more intensely about the topic than anywhere else. The long form format helps however, it takes skill to listen to a 45 minute interview from beginning to end and not get bored. And Terry does that every time.",5,"FreshAir"
"8513","Very insightful interviews",2013-07-15,"SueKing500","Love this podcast",5,"FreshAir"
"8514","Great podcast",2013-07-18,"CrabbyFry","This is a great podcast. It is a bit redundant to have the fresh air weekend included. I usually just skip over those since it is just a replay of an earlier story. Weekend should be its own podcast.",4,"FreshAir"
"8515","Cull down the offerings And get 5",2013-07-22,"Yoloike","Love terry gross. One of the best interviewers out there. Great show",4,"FreshAir"
"8516","I listen to this all the time",2013-08-09,"fairfax512","Plus Philly Pride!",5,"FreshAir"
"8517","Terry needs a refresher course",2013-08-16,"PVBarbara","Terry Gross has always been a great interviewer because (a) she asks the questions you want to ask, (b) she asks the tough follow up questions when handed an intriguing lead by her guest and (c) she gets out of the way.",2,"FreshAir"
"8518","Terry Gross & Fresh Air is the Best!",2013-09-05,"Art of Inbound","I keep up with current news, arts, politics, literature, etc. by listening to Fresh Air every night. Terry Gross and her crew are amazing!",5,"FreshAir"
"8519","Love the show and Terry Gross!",2013-09-14,"New iPhone user NYC","I stumbled upon this while looking for new podcasts and now it's my favorite. I listen to podcasts while I run, and looking forward to Fresh Air really makes me excited to run!",5,"FreshAir"
"8520","Interesting topics. If it were actually audible, that might help",2013-10-12,"Bermuder","I download these podcasts occasionally if a topic comes up that I'm interested in. They're very interesting, in-depth interviews with experts on various topics or personalities in the entertainment industry. I find the quietness a bit annoying--other podcasts I subscribe to can be heard perfectly if played on full blast on my iPad; this one is just *too quiet.* I like listening to podcasts while doing the dishes or baking, and other podcasts can be heard over the din when played at full level; this one can't. I know that they deliberely speak in that ""soothing,"" hushed NPR tone, but I wish they would enhance the volume of this podcast so it can be clearly heard when played at full volume on an iPad. It's fine if I download it to my iPod instead and listen to it with headphones, but I prefer to just set my iPad down and play it from there, because I don't want to shut the whole world out (and have someone come home and startle me) and because the Podcasts app works fine within an iPad but crashes frequently on an iPod. I wish Terry would speak up rather than practically whisper, because her guests inevitably end up mirroring this barely-audible tone. But since that probably won't happen, please enhance the volume level of the podcast so it's actually audible.",3,"FreshAir"
"8521","Possible glitch??",2013-10-19,"bob dole is already taken","Terry Gross is a fantasic journalist and I really enjoy listening to her and her guests but there's some glitch with the podcast. When I try to play an episode my Itunes crashes. Doesn't happen with any other podcast. Not sure what the problem is but I hope it gets fixed because I really enjoy listening to this show.",3,"FreshAir"
"8522","what a great podcast",2013-12-08,"OblongNoKnees","This was the first podcast I started listening to. Now I am hooked on a bunch of different podcasts but this one still stays as one of my favorites. Terry Gross is a masterful interviewer and their is a plethora of guests relating to almost anything you can think of. I love this podcast and would reccomend it to anyone. Apparently, from looking at the comments below the episodes are cut down, so with uniformed outrage I say nay to that, but I wasn't aware that it was happening. Still 5/5 stars.",5,"FreshAir"
"8523","no podcasts for a week",2013-12-31,"BBfanofBB","what happened to last week’s Fresh Air podcasts?",5,"FreshAir"
"8524","Listen",2013-12-31,"RyJP82","Fresh Air is an invaluable part of my day to day. Terry Gross is a wonderful interviewer and the show brings guests that are interesting to learn more about.",5,"FreshAir"
"8525","Podcasts updates are irregular",2014-01-15,"Mr.Tudeng","Recently these podcasts have stopped being accurately updated on iTunes. Some of the repeats have not been published at all. And now since Jan. 11 the new podcasts are not uploaded at all. I sincerely hope that this is just a technical glitch and that the great Fresh Air will return.",2,"FreshAir"
"8526","fresh air",2014-01-22,"jonbeboy","dear itunes
u having problems keeping up w/ fresh air?
we are missing some of the broadcasts.
can u please fix this?",5,"FreshAir"
"8527","Love it!",2014-02-10,"Iakefutkot","Always interesting topics and guests. Terry is a great interviewer as well:)",5,"FreshAir"
"8528","Podcast Not Downloading",2014-02-10,"JMcD38","Yet again, Fresh Air won’t download. (And Planet Money, too.) It worked for about 2 weeks and now we’re back to square one. Help!",1,"FreshAir"
"8529","Losing interest",2014-02-16,"terryk2greece","Sorry, friends, but as a long-time fan of Fresh Air, the editing of this podcast is really losing its original quality with way too many repeats.",2,"FreshAir"
"8530","iTunes keeps downloading hundreds of old episodes",2014-02-21,"bt82","The actual podcast is great for the most part. The problem is that iTunes keeps downloading hundreds of old episodes to my computer that fill up my hard drive and prevent me from from syncing my iPod and use up my internet bandwidth. Fix this now!",1,"FreshAir"
"8531","This American Life",2014-03-22,"Jerry G in LA","Wonderful stories with imaginative angles on life issues & concerns.",5,"FreshAir"
"8532","Love it but here is the podcast?",2014-04-11,"Katyword","I love to listen to this podcast but the most recent four days are MIA? What is the problem?",5,"FreshAir"
"8533","Great show",2012-12-02,"danindavis","Terry Gross is simply the best interviewer out there.",5,"FreshAir"
"8534","Format=I quit",2012-12-06,"scooter927","New format makes it impossible to know what you're about to get, and unlike switching on the radio and listening, you don't get the full show. Also, Ms. Gross is a good interviewer (w/the occasional exception, when she doesn't delve deep enough), but her speech impediment seems to have worsened, and she trips over more words than ever before. Can't this be addressed? Or, as with most NPR vocal and speech quirks, is this the sound of commercial-free radio, like it or lump it?",3,"FreshAir"
"8535","ATTN NPR STAFF: Editing problems",2012-12-07,"Aultfilm","There's no doubt that Fresh Air is a great show, but the way it's presented on iTunes is irksome. Why not give us the entire show with markers, rather than chopped to inaccurate bits that don't automatically download. I have to manually go in and get all the segments, which often don't play in order. Bah.",3,"FreshAir"
"8536","very frustrated with this podcast",2012-12-15,"mlynneo","I ONLY want to hear the full interview shows. I do not want pieces edited for a compilation ""weekend"" show. Times are not posted in the time column, so I can't see which are full shows, anymore. I have unsubscribed and now I rarely bother to try to find an interesting interview. I used to listen to EVERY Fresh Air podcast and loved them and learned so much. Not anymore.",1,"FreshAir"
"8537","Hard To Rave",2012-12-29,"trevianace","Terry Gross is apparently an acquired taste that I haven't acquired. She is not terribly insightful nor effective as an interviewer and often is corrected by her guests. That is probably at least a comment on her producers as well as her but the bottom line is her guest take Terry where they want to go as opposed to the other way around. What is really wrong with this podcast, however, is how it isa edited.. Others have written at length here about this but why the segments are chopped up as they are is maddening.I'm trying to like this podcast, but its becoming more trying, than like.",2,"FreshAir"
"8538","The show is better than nothing",2012-12-30,"wulfgar eating the biscuit","Really Joan Rivers for the third time at least in a calendar year, really. once a year is excusable, twice if she dies that year, but three times, you've lost your mind.",1,"FreshAir"
"8539","I love Fresh Air!",2013-01-05,"Hong Kong Kathy","I have loved and listened to this show for years - on the radio and podcast. It has helped living now in Hong Kong to keep up with it. I was so surprised to have it recently go to short podcasts instead of the whole show. Any reason and will we get the full show back?",5,"FreshAir"
"8540","Couldn't live without it",2013-01-13,"Tom-J-Lael","Title says it all",5,"FreshAir"
"8541","Disappointed w/ new format",2013-01-15,"Wandering Listner","I rarely write reviews but regrettable I'm writing w/ a complaint about a favorite netcast. I prefer the full show format and hope it returns. 2 stars for format. 5 stars for program content.",2,"FreshAir"
"8542","Can't sleep without Teri Gross",2013-01-21,"Bethatsea2002","I really rely on this show to expose me to all sorts of ideas I wouldn't encounter many other places. Teri Gross is a fantastic interviewer. My only wish is that they would return to posting the entire show in one podcast, rather than the segments they are posing right now. (But when you change back, keep the show name rather than the date as the title!)",5,"FreshAir"
"8543","thanks for the interviews!",2013-01-22,"Lisa Eckstein","I'm glad that after 25 years, Terry Gross continues to bring us interviews with writers, filmmakers, actors, and other creative people and thinkers. I also love the reviews from the critics, which keep me up to date on the latest books, movies, and TV shows. Thank you, Fresh Air!",4,"FreshAir"
"8544","Obsessed with television programming",2013-01-26,"Again Next Time","The producers of Fresh Air need to turn off their televisions and go out into the real world. Seriously - how many shows dedicated to ""30 Rock"" or ""The Wire"" do we need?",2,"FreshAir"
"8545","uninformed",2013-02-05,"ironagecustom","i've been listening to fresh air for at least 12 years, the last 7 or so on ipod. it seems that it is a shill for whoever will come on the show. maybe it has to do with their finacial situation. conservatives get tossed softballs, liberals get all the time they need to spread their lies. it is apparent the host is a ""spiritual"" atheist who skews everything to the left and asks questions from pure ignorance. any show that contains information i know something about has tons of factual errors. it just seems to be getting worse over time.",3,"FreshAir"
"8546","Terrific",2013-02-15,"Morah_B","I love getting Fresh Air as a podcast. Nearly every single interview is very interesting and now I don't miss a single one. I listen to this on my commute and it makes the day so much better.",5,"FreshAir"
"8547","Terry I love you",2013-03-01,"KRaeA","Great interviews. Great show. The way it is posted to itunes isn't the most useful- I recommend listening through an app like downcast, which automatically downloads them, otherwise sorting through all the spliced shows can get a bit tiresome.",4,"FreshAir"
"8548","Stale and boring",2013-03-27,"Buddy Y","This show has gotten so boring and predictable! Compare this show to Freakonomics and you can really see the disparity. Is Teri Gross even awake?",1,"FreshAir"
"8549","I love Fresh Air just not the podcasts",2013-04-04,"megan528","I love Fresh Air but I've recently noticed a change in how the podcasts get put up and there are in bits and pieces now with massive amounts of repeated segments. I wish it would go back to having the full Fresh Air episodes and not partial parts or the Weekend Edition that is often full of segments that have already aired.",3,"FreshAir"
"8550","Too Agenda Driven",2013-04-21,"viewman","I share some of her views but the right bashing is old and annoying.",1,"FreshAir"
"8551","Great show, but some delivery issues",2013-05-10,"Rdf farmer","I really like fresh air Teri asks good questions a lot of the time, but is really easy on her guests. Especially if she disagrees with them. I listen to most episodes, which is a lot: 5 per week most weeks.",4,"FreshAir"
"8552","Great!",2013-07-09,"Quandi","NPR does great podcasts",4,"FreshAir"
"8553","New format ruins the podcast",2012-07-01,"JCSBJ","I have been a faithful listener of Fresh Air for years and feel like the day is not complete without my dose of Terry Gross and Fresh Air. I learn so much about current events that is not covered elsewhere and Terry Gross is the best interviewer ever!! I have heard about people that are not familiar to me and come away feeling like I really know them. The new format of chopping things up and cutting things out ruins the whole show, there is no continuity and I feel like I miss my whole ""fix"". Most of the time I just fast-forward through and don't even bother to listen. Please, please bring the entire show back!!!!!!!",2,"FreshAir"
"8554","Please return to the full broadcast format!",2012-07-05,"Fresh Air Fan!","The new cut-up format is frustrating to manage. Love the program though!",2,"FreshAir"
"8555","Oh No NPR is SOOOOOO Balanced",2012-07-12,"NewNickname21","Unsubscibing from this garbage

1 Disgustingly liberal, after listening to her drivel I truly hope there is armegedon just so I can watch liberals fall apart in the real world",1,"FreshAir"
"8556","Abridged Show, Can't Listen Anymore",2012-07-13,"Bill_Streeter","I love Fresh Air, but I can't stand to listen to this podcast anymore. They used to podcast entire episodes, now it's mostly just short segments of the show. I can't listen to the show live so the podcast was a great way to keep up. But partial episodes and segments don't really do it. I had to unsubscribe because it's just too frustrating. Sorry someone thought that podcasting anything less than the entire show was a good idea.",1,"FreshAir"
"8557","ANOTHER person upset with the new packaging of segments",2012-07-16,"Funn007","I hope someone is listening! We don't like the ""re-packaging""! I end up hearing the same interviews in different podcasts- some mashed together, some short little interviews. I loved knowing I had a good hour of Terry to listen to each time I got a new podcast, now it's jumbled.",5,"FreshAir"
"8558","Show: great; format: not so great",2012-07-19,"Canavansbackyard","This show routinely features excellent content. I've enjoyed both the interviews and the reviews for many a year the show remains one of my favorites from NPR. But I'm afraid I find myself on the side of those who dislike the recent decision to segment the podcast; it ruins the continuity and the listening experience. If, for whatever reason, the producers feel that they must continue this abominable practice, can they not also make a single, unitary daily episode available for download?",4,"FreshAir"
"8559","Anyway you listen... it's still great",2012-07-22,"Lucho Blanco","In pieces, in chunks, a segment here, a segment there... who cares!!! FA's still the best NPR has to offer -besides ATC and CarTalk and WWDTM of course!",5,"FreshAir"
"8560","Should be required listening for all",2012-07-24,"patpras","Topics are timely and delivered from all angles so that you have a strong sense of understanding an issue. This show informs me in ways very few other programs do.",5,"FreshAir"
"8561","Like the new format",2012-07-24,"Yorkshire exile","Goes without saying that the show is excellent. Several times a week I reference something that I heard on Fresh Air. The new format is a big improvement. If I have heard a segment earlier or am not interested in one then can just skip to the end without missing the shorter segment at the end of the program.",5,"FreshAir"
"8562","Here The Thing with Alec Baldwin",2012-07-29,"Oraine from N.Y.","My cousin from Toronto just turned me onto Here's the Thing. As soon as I heard Alec Baldwin's voice I was hooked. It's a great venue for this very charismatic man. I like the way he is able to speak to a wide variety of guests as though he is intimately familiar with each of them.. He allows you to get to know the interviewees. Very entertaining podcast.",5,"FreshAir"
"8563","Great Podcast",2012-08-01,"Mac B from Tennessee","I've come around to the way the podcast is edited by segment now. It just took some getting used to. I like that if I have a backlog, I can remove segments I've heard or have no interest in.",5,"FreshAir"
"8564","Terry is better than Oprah",2012-08-10,"DDKKs","Terry does a better interview than anyone. She manages to ask hard questions in a respectful way that requires the subject to give a real answer and not spin it.",5,"FreshAir"
"8565","Too little Terry",2012-08-16,"Listener from Brooklyn","I live Fresh Air for one reason: Terry Gross. I have absolutely no interest in listening when Terry's absent and that has been far too often recently. I understand that Terry has been doing this for a long time and that 5 days a week must be a rough haul, but her guest hosts do nothing for me. I've stopped checking for and downloading new content most days because more often than not lately I'll get a show with a guest host. I'm about to give up on the show entirely.",2,"FreshAir"
"8566","Love it!",2012-08-16,"Zingaaaaaaaaaa","Best podcast out there.",5,"FreshAir"
"8567","Complete Titles",2012-08-18,"TennisAlways","It would be easier to choose among podcasts if you showed the complete title of each segment.",5,"FreshAir"
"8568","It's good, but the podcast in iTunes is becoming nearly unusable.",2012-09-12,"Srotenberg","I used to love Fresh Air podcasts, guaranteed interesting hour or so. Then they started splitting the podcast up into tiny increments so you had to go through the sign on/off 6 times to listen to one podcast and still hear the ""on air"" station identification stuff. So I downloaded only the long segments, regretfully leaving the others behind. But now there is no way to even identify the long segments as they have removed the time from the podcast listing page!!! What gives? I think I am just going to give up.",4,"FreshAir"
"8569","Replace Terry Gross!",2012-09-17,"ABS NYC","I don't understand AT ALL the rave reviews Terry gets as an interviewer! i can't tell you how many times I've been listening and thought ""COME ONE! ASK HIM (BLANK)!!"" --a very obvious follow-up that she consistently misses. obviously her producers have given her a great list of questions but she is incapable of follow-ups.",3,"FreshAir"
"8570","Terry Gross",2012-09-21,"Bekkee","What a great interviewer! I am constantly amazed at how she gets her guests to open up. I've often seen the same guest give lousy interviews on television talk shows. She is truly talented.",5,"FreshAir"
"8571","NPR Fresh Air",2012-09-22,"JPatty34","Great show, insightful and interesting each week, keep up the good work.

I like that this show covers in depth the complex issues that our society is facing around the world.",5,"FreshAir"
"8572","Love the content, still getting used to the format",2012-11-26,"Jostraveler","I loved it when this podcast when each podcast was an actual show (now the podcasts are divided up into individual segments of the show). I can see the reasoning behind doing it this way, but it feels a little disjointed if you wish you were listening to the regular show format. If you want to listen to it that way, then go to the NPR website and listen to it under the ""Programs"" tab. The player will play the show without station identification in the order and pausing that God intended. Great content.",4,"FreshAir"
"8573","Liking the new format of breaking up the stories!",2012-05-02,"Timothy OHara","Love this podcast. Excited that it looks like they are now breaking up the stories, perfect.",5,"FreshAir"
"8574","The new format (chopped-up) is no good.",2012-05-03,"CousinFlip","Fresh Air is a great radio show but this new, chopped-up format is awful. I'm unsubscribing because I hate going to the trouble of downloading the show, only to find I've downloaded just a 4-minute movie review. Please bring the old format back, and I'll come back, too!",1,"FreshAir"
"8575","Love the show, hate the podcast format",2012-05-06,"nvwilkins","I would have given this podcast a 5 star rating, but I really dislike having the episodes broken up by segment. I used to listen to this podcast everyday. I love the show and I think the content is excellent. But when they switched to breaking the podcast up into segments, I stopped listening to the show regularly. The new format is frustrating to download and listen to. I hope they consider changing back to the full-episode format.",3,"FreshAir"
"8576","Love the show, not the podcast format",2012-05-06,"stitensor","I would love the format to go back to the full episode, and then my rating will go to a 5. Terry Gross is fantastic at her job.",4,"FreshAir"
"8577","Best interviews anywhere, dislike new podcast format",2012-05-08,"larrydata","Obviously, this show is the best interview show EVAH, but since the podcast format change I rarely listen to all of it. If your podcast settings are ""download most recent"" then you'll end up with only one part of each night's show (easily fixed, but has to be done at home). Then I never know which segment goes first. Part of the magic of the show is that I found myself listening to people that I didn't think I was interested in over the course of a show. Now that I can choose to click on each individual part too often I decide to skip the show altogether.",5,"FreshAir"
"8578","Make it a single file again",2012-05-12,"Tom Hayes","Strongly dislike the multiple files per show now. PLease go back to the old format or add a new feed with entire episodes.",1,"FreshAir"
"8579","Listen to the reviews",2012-05-14,"samajax","Fresh Air is the best, but listen to all the reviews and switch back to the full length format. Five minutes here and there makes for an unsatisfying listen.",2,"FreshAir"
"8580","Single file!",2012-05-14,"NatSat776","Love the show but please go back to the single file format!!",1,"FreshAir"
"8581","A must have podcast.",2012-05-18,"PodThaiNoodles","One of the most intriguing things to me is that the interviews she does with people I've never heard of are almost always better than the ones she does with the big name stars. Really spectacular.",5,"FreshAir"
"8582","Please go back to unified format",2012-05-30,"Julianneelaine","Fresh Air is a five star Podcast. Why are you breaking it up into bits? I listen while walking the dog. Do you know how hard it is to manage a leash, a full poo bag, a big dog eyeing a squirrel, and to pull my iPhone from my pocket and load up another segment while it searches via 3G network? I want to scream at the stupidity of your new format. One star to you until you come to your senses!",1,"FreshAir"
"8583","I like the new segmented format",2012-05-30,"Bronxfreshfan","The new segmented format is great! I can skip clips that are of less interest to me.",4,"FreshAir"
"8584","What?????",2012-06-06,"Backpack babe","Does anyone like this all broken up? Please please go back to the single show format. Normally what was a five star show is only getting three stars (and even that feels generous) because I've stopped listening since you've changed it up. Boo.",3,"FreshAir"
"8585","good show, bad pod",2012-06-08,"Specialer","The show is great, the administration of the podcast from editing to playlist management, not so much.",3,"FreshAir"
"8586","No breakup please!",2012-06-08,"Jammaas","This is a 5 star podcast! The one star is to express my irritation about the fact that all the segments are now broken up. What the heck are you guys thinking? Please change it back!",1,"FreshAir"
"8587","Breaking up",2012-06-15,"dbdfdudhx","I, as so many other listeners, will be breaking away from NPR due to the format change. Please bring it back the way it uses to be. I do not see any way to listen to this in small clip like this!",2,"FreshAir"
"8588","Take it for what it is, not what you want it to be!",2012-06-19,"anonymousotherguy","A) Terry Gross is not an anchorwoman! Her interviews and stories are not mean to be objective reporting! This is a op/editorial show, not a news show!",3,"FreshAir"
"8589","Get over it",2012-06-19,"Upset in Omaha","Fresh Air 4 lyfe! This new format is very nice. All you crabapples can keep your first-world problems to the pages of yr blog.",5,"FreshAir"
"8590","Podcast management blows",2012-06-24,"SideshowDoug","The interviews are good, but for some reason I keep getting Fresh Air podcasts from 2010 & 2011 downloaded as new.
It's been going on for awhile. Aside from continuing to delete the old podcasts, which is getting tiresome, my only remaining option is to unsubscribe.",1,"FreshAir"
"8591","Can't live without Fresh air",2012-06-28,"MEW@@","I love the fact that guests - very interesting guests - are allowed to speak without the ""anchor"" talking over them. They actually get the speak in full sentences!",5,"FreshAir"
"8592","Love fresh air!",2012-06-29,"Wkdbttrfly","Terry Gross does THE BEST interviews! I learn so much about her guests through the interesting questions she asks, and I enjoy the fact that her interviews last a lot longer than the 5-10 minutes we get on other radio shows, or talk shows on television. I actually feel like I get to really know these people!",5,"FreshAir"
"8593","Love the new Fresh Air podcast design!",2012-03-21,"Listening while folding laundry","As said above, I love the new podcast design, which allows you to download the episode in its segments rather than its entirety. It's impossible for me to catch EVERY episode, so it's nice that I can now select the stories that most interest me and catch up on others as time allows. It'd be nice if the backlog, which is available above, also appeared in your podcast feed (so that you could keyword search using the iTunes search engine), but that's only a very minor complaint. I'm just glad that my Fresh Air experience is now so much more easy and enjoyable!",5,"FreshAir"
"8594","Finally-- descriptive titles!!!",2012-03-21,"Jessie In Spokane, WA","Thank you for adding this feature. Long wondered when it would happen. :)",4,"FreshAir"
"8595","Fresh air podcast new design",2012-03-22,"Foxydr","HATE IT!!!!! I listen to the podcast when I can't sleep and really prefer to listen to the whole show and not just parts. Go back to the old way. I love this show",1,"FreshAir"
"8596","Half hate new format!",2012-03-25,"Biggest Fatttest Fan","I LOVE the titles on each podcast, it really helps to know what I've listened to. I HATE the partial program, I can fast forward if I don't want the whole show. KEEP the titles, TOSS the partial podcast!!!!",2,"FreshAir"
"8597","Hate the podcast design / love the show",2012-03-26,"Martin_SFO","The podcast titles used to include the broadcast date which made it easier to catch up on shows I missed. The new dateless titles are a mess. I'm not crazy about the shows being chopped up either, but that I can live with. Please return to dating the show titles.",5,"FreshAir"
"8598","What have you done to my favorite Podcast!? UPDATE!",2012-03-28,"Koreadoug","This is the best podcast in the iTunes store. Why have you chopped it up? I can't listen to it during the day so I listen to it in the evening, instead of watching mindless and mind numbing television. Please bring back the entire podcast (including the theme music).",5,"FreshAir"
"8599","Return to Posting Full Shows!!!",2012-04-01,"Ralph Smithers","Hate the change to posting undated segments. There's a reason this show is so popular and it is, in part, because of the mix of guests. STOP CHOPPING IT UP!!!",1,"FreshAir"
"8600","New format is terrible",2012-04-01,"Jjjrwm","This used to be my favorite podcast, now I don't even bother listening anymore, the new format of partial episodes is terrible! Stop cutting up episodes!",1,"FreshAir"
"8601","Smart & Insightful",2012-04-03,"LH5000","Finest interviews and reviews available.",5,"FreshAir"
"8602","New Podcast Format (Almost) Completely Useless",2012-04-07,"DaddyLight","Show is a 4-star. Podcast is a 1-star.

The new practice of splitting up the broadcast into smaller podcast episodes is a failure. It foils the automatic update and splinters the continuity of the show. And the editing?? They managed to leave in the car commercial (oops, sorry NPR - sponsorship), but cut out the Ornette Coleman outro? One plus - it makes the countless repeat episodes ('now out in paperback . . .') easier to skip without having to skip over Ed Ward as well.",2,"FreshAir"
"8603","Fragmented Episodes :-(",2012-04-09,"DayWhirl","I like the new titles, but not how the podcasts are fragmented into sections. The sections of a only few minutes seem especially abrupt and disconnected. The approach has sacrificed flow. May we please hear them as they are created for broadcast? I'm only complaining because I love Terry's Fresh Air and I've enjoyed it for many years in its entirety, and would like to continue doing do.",2,"FreshAir"
"8604","New Format Maddening!",2012-04-10,"Balls2Walls","I really really really want full episodes back!",2,"FreshAir"
"8605","Love the show, titles but formatting?",2012-04-11,"Fischer Price","Love the show, daydream of being interviewed by Terry Gross one day about some amazing thing yet to be done, but agree with the comments on splitting sections. It makes my 8 mi runs seem longer as I need more podcasts to listen to.",5,"FreshAir"
"8606","This is why I love podcasts!",2012-04-12,"LICChick","This show is amazing. Period.",5,"FreshAir"
"8607","Great Podcast. New format is BAD",2012-04-13,"Haleynaebig","Love this podcast. All the players on it are terrific. But the idea of splitting it into pieces doesn't work for me. I like the whole thing, and find myself downloading it much less frequently as a result.",4,"FreshAir"
"8608","Miss full show",2012-04-24,"selliott23","I like the full show, but I don't like getting pieces of it. Please go back to old format of the whole show.",2,"FreshAir"
"8609","I love Fresh Air, new format is terrible",2012-04-26,"Gr3gorsamsa","I've been listening to Fresh Air for over 10 years and the podcast for about 4 years and it is wonderful. Since the new podcast format has been released I have only listened to a couple of episodes in the past month. It is too choppy and complicated. I would much prefer that the podcast be returned to its original unedited format.",4,"FreshAir"
"8610","All time favorite",2012-04-26,"MizMia","Lifelong fan of Terry Gross!!!",5,"FreshAir"
"8611","Love the show, but please put it back together!",2012-04-27,"BFG 76","This would be a five star rating for the show alone. I have loved Fresh Air for many years. But please, please put the show back together. The new editing of pulling the show into segments is a terrible experience. I hate feeling frustrated by something that I love so much!",3,"FreshAir"
"8612","Wish I had more time",2012-04-30,"paco3791","So many great interviews so little time.",5,"FreshAir"
