Title,Date,User,Body,Rating
"Great content, hard to listen to",03/14/2018,Nova_Quinn,"I really enjoy Fresh Air, but I've gotten to a point where it's just unlistenable. I am sensitive to certain noises, and all the mouth noises, smacking, and saliva sloshing going on is so distracting and maddening I can't take it anymore! What's worse is it's usually between sentences and before and after words, so there's no competing noise, just saliva in my ear. There is basic audio filter or free mastering software to fix that. Can people back away from the mic or get a better pop filter or something?? I'm sure I'm probably the only person that cares, but I just can't. Love the content though!",4
The podcast,03/16/2018,ProudTexan4906,Is not inclusive,1
"Roy Wood Jr, Comedian",03/21/2018,Tokyo side trips,So talented. So authentic. Loved how the interview let him be the star.,5
Fresh Air my door to new revelations,03/22/2018,lamejorseñora,"I am impressed and thankful to Terry Gross and her team. They offer knowledge, interesting insights about topics I know very little and introduce me to people I didn’t know existed. If before it was Bill Moyers whom had that role in my life, currently I can say everything I know I owe it to Fresh Air.",5
Getting stale,03/23/2018,lkraso01,"Used to be one of my favorite shows, however the obsession with trump stories is getting old. There are so many other topics and people I would love to listen to terry interview; however 2-3 trump related interviews a week is making me sick.",1
Great Show!,03/25/2018,NewVoxMachina999,"Get to learn about many interesting people, and the lives behind your favorite celebrities.",5
A Great listen!,03/29/2018,Kwkr,"Love the selection of stories, some serious stuff but delivered with a little humor at times. So happy for the frequency! No waiting weeks for my fix! One thing, today all my episodes before Jan 31 disappeared from my list! Wanted to listen to the Manafort epi again, where'd they go?",5
A must for those looking for thought-provoking and nearly always relevant interviews,03/31/2018,driftinscotty,"An absolutely great radio show and podcast, featuring arguably the best interviewer of our generation. While I will skip over Terry Gross's interviews with folk and country musicians (I tried, but I've never found her tastes in those genres to match my own), I will listen to every one of the others. Even when I suspect it will be with a person in whom I have little to no interest, I am almost always drawn into their talks.",5
OH IS SHE GOOD,04/01/2018,chrink,What could I possibly say. Not much since it's all been said before. I listen every night.,5
Great,04/04/2018,nyc_bruin06,One of my favorite podcasts! Terry gives thoughtful interviews with people who are doing important and interesting work.,5
THE classic interview,04/10/2018,GrayZabel,"Terry Gross is a radio legend for a reason. My only caveat: the frequent interviews of obscure jazz/blues/IDGAF musicians are insanely boring, and not worth slogging through unless you have a deep personal connection. Among the guests who you've heard of, though, you're getting one of the best possible insights into your celb crush.",4
Great podcast,04/12/2018,wenqiannn,I love Terry’s voice. There’s so much interesting and fresh content in each episode. This is my favorite podcast to put on while I’m driving.,5
Hear individual segments??,04/12/2018,BennettMadison,Is there still a way to listen to individual segments or only entire shows? I can’t find it in NPR one or here. Don’t lose that!,5
The best,04/12/2018,chriskuhlman,The most informative podcast around. Consistently great!,5
A Real Treasure,04/15/2018,LDCohen*,"My Wide are avid listeners. I can’t believe I’ve never rated shows until now. We are not only listeners of Public Radio, we also enjoy supporting both of our Public Radio stations (WUOM & WDET). And that’s even from a MSU fan. We simply look forward to listening.",5
The Rock n Roll Hall of Fame isn’t color blind.,04/16/2018,Ro7813,"I have loved fresh air for years. Terri gross is an involved listener and a first class interviewer. She usually is up on current themes and issues. However, I noticed Bon Jovi was a recent guest after being inducted into the rock n roll hall of fame. Having read an article in NYT about this, I wonder why the show didn’t address this:",4
Classic,04/17/2018,M_Shade91,Terry Gross is the best interviewer in the business. Long time listener.,5
Love it!,04/18/2018,salma_aranda17,"I love the raw interviews! Learn so much from other cultures, believes, and society! Keep up the great work!!",5
James Comey,04/19/2018,EKPK,"This was one of the best interviews I have heard from Mr. Comey, I think we need to hear what comes out of a person’s mouth before we start being so judgmental, Let be fair!",4
Often wonderful. Sometimes lacking,04/21/2018,AMV7m,"I very often enjoy this podcast, it’s subject matter and the artist interviews. Sometimes however, when an artist of one medium or other is being interviewed, there are questions I feel go unasked and/or unanswered that listeners want to know about that person. I suppose, when that happens it may be a matter of not having enough time to get those questions in. Just listened to an interview of Spike Lee, whose movies I find interesting and often funny. The interview was good but questions such as who his favorite director is or his favorite movie and why was missing. Again, perhaps just a matter of time. Otherwise, fresh air is fresh.",4
Destined to be a classic,01/28/2018,Trystgirl,"There's a reason this show has been on as long as it has. Terry Gross could give a master class in interviewing & the art of being (or sounding) engaged while at the same time, being quiet, not interrupting, & letting the interviewee talk. She is able to be warm, inciteful, demanding & respectful all at the same time.",5
"Fantastic conversations, always timely",02/02/2018,ahame1979,Terri Gross and the Fresh Air team provide some of the best interviews and conversations this side of This American Life. Keep up the good work.,5
Needs new blood,02/02/2018,twskloss,"Great show with important topics. But the host far too often annoyingly answers her questions before the guests are allowed a chance, and makes her interviews too much about her personal interests. For NPR to succeed in saving itself form extinction, they should retire the host in favor of a younger, more attentive journalist who is in tune with the times.",1
WOW,02/03/2018,jimsandy,"I love listening to these stories. Never disappointed, never. WOW",5
